ID,LAT,LON,COUNTRY,IRGC_ID,K6,wc2.1_30s_elev,bio16,bio17,bio18,growingseason,temp1,temp2,temp3,temp4,temp6,bio3.y,bio4.y,gdd,prec2,prec3,avg_prec_year,prec4,vpd_values,hurs_values,rsds_values,cmi_values
IRGC_74756,21.66667,81.2,India,IRGC_74756,India,300,9276,435,2250,Avg_8,2915.625,2969,3035.16666666667,3064.5,12129.625,3.91000008583069,4673,1986,2753,883,12903,1214,1783.3,51.63,18.546,-35.6
IRGC_74762,22.2,79.91667,India,IRGC_74762,India,408,10374,416,2053,Avg_8,2906,2962,3026.33333333333,3058.5,10533,3.99000000953674,4674,1890.5,3113.5,911.25,13720,1298,1702.6,51.43,18.641,-10.2
IRGC_74773,26,81.53333,India,IRGC_74773,India,108,7107,285,1101,Avg_9,2893.75,2953,3038.33333333333,3082.5,12378.625,3.70000004768372,6058,1835.5,2654.5,360.75,9237,1262,1582.2,54.18,18.815,-67.6
IRGC_74778,27.16667,80.33333,India,IRGC_74778,Indonesia,137,7093,341,3532,Avg_9,2886.625,2948.5,3034.5,3081.5,11928.875,3.74000000953674,6247,1767,2510,404.625,9261,1225,1527.2,54.43,18.84,-64.4
IRGC_74780,20,80,India,IRGC_74780,India,203,11946,317,2547,Avg_8,2932.625,2971.5,3037.5,3059,13450.25,4.07999992370605,3943,2101,3523.5,1050.75,15841,1309,1837.8,52.11,18.718,-25.8
IRGC_74935,16,100,Thailand,IRGC_74935,no_group,38,6373,236,2876,Avg_8,2954.625,2977,3034.33333333333,3057.5,13405.25,4.96999979019165,2148,2137.5,1656,915.625,13115,793,1616,58.77,18.38,-39.1
IRGC_74998,14,101,Thailand,IRGC_74998,no_group,5,8142,346,4059,Avg_8,2953.75,2974.5,3021.16666666667,3048.5,13941.5,5.51000022888184,1389,2099.5,2067.5,1142.625,16821,781,1520,59.35,18.305,-10.6
IRGC_75297,21,86,India,IRGC_75297,Bangladesh,76,9185,479,4303,Avg_9,2927.875,2966,3022.83333333333,3055.5,12649.25,4.30000019073486,3292,1994.5,3353.5,668.5,15821,913,1417.5,59.39,17.669,-5.8
IRGC_75298,18,82,India,IRGC_75298,no_group,556,9905,316,3481,Avg_8,2923.5,2955,3002.66666666667,3022,11106.25,4.46000003814697,2623,1808.5,2918,1102,16069,995,1337.9,58.81,17.952,7.2
IRGC_75299,18.71361111,82.90388889,India,IRGC_75299,India,909,8410,442,4567,Avg_8,2893.625,2933,2978.83333333333,3003,11075.75,4.5,2832,1504,2424,1031.375,15722,801,1128.3,59.17,17.804,5.8
IRGC_75300,21.49388889,86.93166667,India,IRGC_75300,no_group,18,9528,621,4933,Avg_9,2942.75,2979.5,3022.5,3046,12243,3.61999988555908,3394,1965.5,3194,855.625,17667,870,1338.6,60.97,18.441,10.2
IRGC_75301,18.71361111,82.90388889,India,IRGC_75301,no_group,909,8410,442,4567,Avg_8,2893.625,2933,2978.83333333333,3003,11075.75,4.5,2832,1504,2424,1031.375,15722,801,1128.3,59.17,17.804,5.8
IRGC_77294,21.91667,92.08333,Bangladesh,IRGC_77294,Bangladesh,54,18910,396,10256,Avg_9,2932.875,2971,3002.16666666667,3020.5,12141.375,4.05000019073486,2747,1802.5,6311,956.25,29430,1005,1102.4,64.87,16.965,112.3
IRGC_77487,27,82,India,IRGC_77487,India,99,8502,312,1904,Avg_9,2893,2952,3032.66666666667,3073.5,12253.625,3.76999998092651,5855,1784,3145,423.375,11492,1224,1474.8,55.88,18.584,-48.4
IRGC_77488,27.31555556,82.12666667,India,IRGC_77488,no_group,103,9630,360,2252,Avg_9,2892.125,2951,3030.83333333333,3071,12103.875,3.80999994277954,5804,1765.5,3552,481,13089,1214,1442.7,56.49,18.551,-35
IRGC_77491,27,82,India,IRGC_77491,no_group,99,8502,312,1904,Avg_9,2893,2952,3032.66666666667,3073.5,12253.625,3.76999998092651,5855,1784,3145,423.375,11492,1224,1474.8,55.88,18.584,-48.4
IRGC_77493,26.69666667,83.94222222,India,IRGC_77493,no_group,78,9363,308,2401,Avg_9,2897.25,2955,3031,3067,12280.5,3.84999990463257,5512,1796.5,3457.5,464.375,12891,1197,1450.1,56.54,18.147,-36.2
IRGC_77494,27,81,India,IRGC_77494,India,124,7151,338,1260,Avg_9,2889,2949.5,3034.66666666667,3079,12224.375,3.75,6101,1782.5,2552,422.25,9670,1181,1523.7,54.72,18.734,-63.6
IRGC_77495,27,80,India,IRGC_77495,no_group,125,6872,318,3365,Avg_9,2889.625,2951.5,3037.16666666667,3085,12184.25,3.72000002861023,6252,1798.5,2474,370,8803,1262,1555.1,54.36,18.925,-70.8
IRGC_77498,26,83,India,IRGC_77498,no_group,83,8539,314,1586,Avg_9,2895.25,2954,3036.16666666667,3076.5,12452,3.75,5848,1824.5,3178,401.625,11093,1276,1539.6,54.83,18.604,-52
IRGC_77500,27,81,India,IRGC_77500,India,124,7151,338,1260,Avg_9,2889,2949.5,3034.66666666667,3079,12224.375,3.75,6101,1782.5,2552,422.25,9670,1181,1523.7,54.72,18.734,-63.6
IRGC_77504,26,83,India,IRGC_77504,India,83,8539,314,1586,Avg_9,2895.25,2954,3036.16666666667,3076.5,12452,3.75,5848,1824.5,3178,401.625,11093,1276,1539.6,54.83,18.604,-52
IRGC_77509,27.31555556,82.12666667,India,IRGC_77509,no_group,103,9630,360,2252,Avg_9,2892.125,2951,3030.83333333333,3071,12103.875,3.80999994277954,5804,1765.5,3552,481,13089,1214,1442.7,56.49,18.551,-35
IRGC_77512,27,81,India,IRGC_77512,India,124,7151,338,1260,Avg_9,2889,2949.5,3034.66666666667,3079,12224.375,3.75,6101,1782.5,2552,422.25,9670,1181,1523.7,54.72,18.734,-63.6
IRGC_77513,27,80,India,IRGC_77513,Indonesia,125,6872,318,3365,Avg_9,2889.625,2951.5,3037.16666666667,3085,12184.25,3.72000002861023,6252,1798.5,2474,370,8803,1262,1555.1,54.36,18.925,-70.8
IRGC_77517,26,83,India,IRGC_77517,Bangladesh,83,8539,314,1586,Avg_9,2895.25,2954,3036.16666666667,3076.5,12452,3.75,5848,1824.5,3178,401.625,11093,1276,1539.6,54.83,18.604,-52
IRGC_77519,26,83,India,IRGC_77519,no_group,83,8539,314,1586,Avg_9,2895.25,2954,3036.16666666667,3076.5,12452,3.75,5848,1824.5,3178,401.625,11093,1276,1539.6,54.83,18.604,-52
IRGC_77522,27,80,India,IRGC_77522,India,125,6872,318,3365,Avg_9,2889.625,2951.5,3037.16666666667,3085,12184.25,3.72000002861023,6252,1798.5,2474,370,8803,1262,1555.1,54.36,18.925,-70.8
IRGC_77530,11.33333,78.5,India,IRGC_77530,India,402,4531,343,1599,Avg_8,2918.625,2941,2997.66666666667,3039,14479.875,5.57000017166138,2110,1769,579,806.75,8855,736,1299.6,59.14,19.978,-83.6
IRGC_7819,13.03944444,101.4919444,Thailand,IRGC_7819,no_group,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_78238,18.96667,98.8,Thailand,IRGC_78238,Thailand,1051,7210,426,4962,Avg_9,2871.625,2905,2967.16666666667,2990,11854.625,4.94999980926514,2684,1272,2342.5,777.875,14979,757,988,60.89,16.537,4.7
IRGC_78253,14.36667,100.53333,Thailand,IRGC_78253,Cambodia,7,6632,256,3009,Avg_8,2962.25,2977.5,3028.66666666667,3060,15084.75,5.78999996185303,1358,2191,1487.5,955.5,13275,806,1606.7,58.86,18.678,-52
IRGC_78257,12.86667,101.86667,Thailand,IRGC_78257,Cambodia,78,10867,651,4883,Avg_8,2953.625,2969,3003.33333333333,3025.5,13709,6.30999994277954,785,1973.5,3239,1524,22756,755,1183.9,65.71,17.743,43.2
IRGC_78267,13.33333,100.96667,Thailand,IRGC_78267,Cambodia,14,6493,416,3951,Avg_8,2970,2985.5,3024.66666666667,3045,14575.875,5.69000005722046,1013,2165,1413.5,999.25,13331,748,1535.5,60.31,18.725,-45.9
IRGC_78272,19.15,99.58333,Thailand,IRGC_78272,Thailand,649,5461,279,3569,Avg_9,2914.125,2940.5,3002.5,3020.5,12734.375,4.84999990463257,2556,1701.5,1724,625.125,11248,757,1279,59.91,17.997,-43.1
IRGC_78299,23,106,Vietnam,IRGC_78299,no_group,677,8736,721,8736,Avg_9,2870.625,2919.5,2979.83333333333,3014.5,7784,3.4300000667572,4857,1182.5,2926.5,587.25,15332,831,823,66.86,12.723,30.9
IRGC_78333,21.66667,103.16667,Vietnam,IRGC_78333,Thailand,1715,12350,997,12350,Avg_9,2821.625,2859.5,2915,2944.5,9390.625,4.80999994277954,3252,610,4231,953.5,23060,782,569.1,67.62,14.588,87.1
IRGC_78341,23.5,106.83333,Vietnam,IRGC_78341,no_group,616,7826,920,7826,Avg_9,2858.125,2910,2975.83333333333,3012,7688.375,3.32999992370605,5228,1079,2565.5,708.5,15582,710,821.3,65.78,12.483,32.6
IRGC_78358,20,105,Vietnam,IRGC_78358,no_group,829,9852,774,9206,Avg_9,2873.375,2909,2965.33333333333,3011,8081.25,4.07999992370605,3796,1190.5,3342.5,1132.875,20990,717,747.3,69.08,14.302,66.7
IRGC_78380,20.6,105.41667,Vietnam,IRGC_78380,Thailand,660,12148,878,11926,Avg_9,2876.125,2909,2966.5,3008,7959.25,3.86999988555908,3797,1181,4280.5,1241.25,24938,745,734,69.69,12.893,107.2
IRGC_78424,23,85,India,IRGC_78424,no_group,525,8540,385,2980,Avg_9,2890.375,2935,3005.66666666667,3040.5,11854.5,4.03000020980835,4372,1656.5,3145.5,465.125,12822,1104,1335.6,55.96,18.468,-24.5
IRGC_78920,16.5,95.16666667,Myanmar,IRGC_78920,Bangladesh,3,16805,120,3196,Avg_8,2950,2976,3015,3030,13642.375,4.6399998664856,1732,2063.5,5538,1525.875,26393,1031,1341,62.82,17.3,70.2
IRGC_79070,14,109,Vietnam,IRGC_79070,no_group,24,12561,949,3124,Avg_9,2951.625,2972.5,3021.5,3067,13517.875,4.57000017166138,2560,1983,913.5,2051.75,20762,950,1341.5,62.4,17.717,12.6
IRGC_79072,9,105,Vietnam,IRGC_79072,Cambodia,2,11099,591,3535,Avg_8,2967.375,2976.5,3010,3032.5,14657.375,6.38000011444092,840,2073.5,3360,1816.125,24541,712,1284.7,64.32,18.429,49.2
IRGC_79074,9.469722222,105.9330556,Vietnam,IRGC_79074,Cambodia,2,8637,284,5084,Avg_8,2969.375,2976,3009.16666666667,3034,14721,6.36999988555908,899,2059.5,2617,1384.625,18851,742,1266.5,64.6,18.204,2.1
IRGC_79075,9,105,Vietnam,IRGC_79075,Cambodia,2,11099,591,3535,Avg_8,2967.375,2976.5,3010,3032.5,14657.375,6.38000011444092,840,2073.5,3360,1816.125,24541,712,1284.7,64.32,18.429,49.2
IRGC_79076,9.7875,105.7277778,Vietnam,IRGC_79076,Cambodia,1,8671,358,2680,Avg_8,2962.625,2971.5,3008.33333333333,3035,14337.875,6.26999998092651,921,2055,2558.5,1404.125,18852,733,1262.8,64.58,17.625,5.2
IRGC_79077,10,105,Vietnam,IRGC_79077,Cambodia,22.0945180701922,10001,496,3435,Avg_8,2976.125,2987,3009.83333333333,3019.5,14874.8750059779,5.19999980926514,796,2066,3215,1557.75,22082,730,1319,63.39,17.936,26.532436877047
IRGC_79122,11,104,Cambodia,IRGC_79122,Cambodia,705,14116,971,8339,Avg_8,2915.875,2933,2965,2989.5,11336.75,6.28000020980835,835,1526,4052.5,2076.125,29293,708,771.4,71.75,15.944,124.7
IRGC_7919,21.127778,82.800556,India,IRGC_7919,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_8177,16.472778,106.660556,Vietnam,IRGC_8177,Indonesia,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8178,16.472778,106.660556,Vietnam,IRGC_8178,Indonesia,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_81784,11.5,76.5,India,IRGC_81784,India,1053,13016,828,3767,Avg_7,2899.125,2916,2960.16666666667,2977.5,11178.375,5.73999977111816,1173,1459.5,2955.5,2182.25,25082,776,939.5,64.74,18.134,79.4
IRGC_8188,21.127778,82.800556,India,IRGC_8188,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_8227,16.472778,106.660556,Vietnam,IRGC_8227,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8228,16.472778,106.660556,Vietnam,IRGC_8228,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8231,16.472778,106.660556,Vietnam,IRGC_8231,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8233,16.472778,106.660556,Vietnam,IRGC_8233,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8234,16.472778,106.660556,Vietnam,IRGC_8234,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_8238,23.6,120.653889,Taiwan,IRGC_8238,China,445,21850,1709,21850,Avg_10,2885.5,2908,2982.66666666667,3014.5,8784.625,4.17000007629395,3808,1337.5,6305,1539.375,38984,836,880,66.7,16.146,213.3
IRGC_8242,23.6,120.653889,Taiwan,IRGC_8242,no_group,445,21850,1709,21850,Avg_10,2885.5,2908,2982.66666666667,3014.5,8784.625,4.17000007629395,3808,1337.5,6305,1539.375,38984,836,880,66.7,16.146,213.3
IRGC_8245,13.111389,121.047222,Philippines,IRGC_8245,no_group,588,13384,1934,8127,Avg_9,2928.875,2939.5,2975.5,2998,13872,6.21999979019165,947,1590,4530,1844.25,30884,610,861,70.57,17.479,117.9
IRGC_8260,-2.690556,119.025833,Indonesia,IRGC_8260,no_group,845,11306,7637,10609,Avg_6,2925.75,2925,2952.83333333333,2973,11498.25,8.67000007629395,205,1426,3687.5,3453.25,40060,162,732.2,72.29,16.452,212.1
IRGC_8268,23.6,120.653889,Taiwan,IRGC_8268,no_group,445,21850,1709,21850,Avg_10,2885.5,2908,2982.66666666667,3014.5,8784.625,4.17000007629395,3808,1337.5,6305,1539.375,38984,836,880,66.7,16.146,213.3
IRGC_8341,23.611667,90.339722,Bangladesh,IRGC_8341,Bangladesh,7,10941,436,10281,Avg_9,2927.625,2974.5,3016.16666666667,3039.5,12192,4.05000019073486,3628,1858.5,3664,935.125,21071,815,1260.3,61.28,16.486,39.4
IRGC_83948,12,104,Cambodia,IRGC_83948,no_group,163,8020,380,3177,Avg_7,2949,2962,3006.83333333333,3037,13996.375,6.03999996185303,1252,1968,1981.5,1447.25,17022,728,1301.9,62.54,19.027,-10.2
IRGC_85270,18,102,Laos,IRGC_85270,no_group,495,8296,289,5847,Avg_8,2918.5,2953,2998.5,3022.5,11365.875,4.92999982833862,2307,1720.5,2537.5,968.625,16201,842,1252.7,60.16,16.355,8.9
IRGC_85506,15,106,Laos,IRGC_85506,Thailand,190,15041,261,3891,Avg_7,2936.375,2959.5,3000.5,3021,10760.625,5.53000020980835,1440,1882,3013,2217.125,25138,963,1244.8,62.71,17.559,84.7
IRGC_88138,20,97,Myanmar,IRGC_88138,no_group,905,5455,140,3294,Avg_9,2894.125,2926,2979.66666666667,2994.5,12376.375,4.6100001335144,2556,1481.5,1862,488.5,10574,843,1112.2,60.28,18.372,-39.8
IRGC_8896,21.127778,82.800556,India,IRGC_8896,no_group,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_90624,21,103,Vietnam,IRGC_90624,no_group,921,8687,478,7532,Avg_9,2869.25,2905,2963.5,2992.5,11516.5,4.92999982833862,3083,1221.5,3150,548.875,14882,884,926.6,61.59,15.673,6.8
IRGC_9146,13.039444,101.491944,Thailand,IRGC_9146,Thailand,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_9148,13.039444,101.491944,Thailand,IRGC_9148,Thailand,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_9175,21.127778,82.800556,India,IRGC_9175,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_9177,21.127778,82.800556,India,IRGC_9177,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_9178,21.127778,82.800556,India,IRGC_9178,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_9179,21.127778,82.800556,India,IRGC_9179,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_95829,22,96,Myanmar,IRGC_95829,Thailand,100,5068,110,3420,Avg_9,2934.25,2971.5,3030.33333333333,3053.5,12341.5,4.05000019073486,3549,1996,1305,565.875,10125,834,1539.7,57.98,17.699,-54.7
IRGC_97492,19,97,Myanmar,IRGC_97492,no_group,804,13250,338,3891,Avg_8,2902.125,2938.5,2983,2995.5,11773,4.67000007629395,2303,1560,4179.5,1573,24611,882,1028.8,64.44,17.664,75.8
IRGC_97610,16,98,Myanmar,IRGC_97610,no_group,14,25510,176,4560,Avg_8,2939.5,2964.5,3005.33333333333,3012.5,11811.75,5.30999994277954,1326,1952.5,7997,2248.25,38321,1085,1219.2,65.04,16.778,188.2
IRGC_97696,16.60888889,98.23333333,Myanmar,IRGC_97696,no_group,34,24018,238,4636,Avg_7,2941.75,2965.5,3009.5,3012.5,10734.125,5.07000017166138,1491,1970.5,5275.5,3047.5,35933,1082,1269.1,64.54,16.67,172.2
IRGC_97756,16,98,Myanmar,IRGC_97756,Bangladesh,14,25510,176,4560,Avg_8,2939.5,2964.5,3005.33333333333,3012.5,11811.75,5.30999994277954,1326,1952.5,7997,2248.25,38321,1085,1219.2,65.04,16.778,188.2
IRGC_97782,16,97,Myanmar,IRGC_97782,no_group,-135.663547466896,30942,167,5937,Avg_7,2990,2989.5,3004.83333333333,3009,13855.145798808,3.89000010490417,735,2040,7618,3836.5,46736,1077,1300.5,63.59,18.242,224.61233125482
IRIS_313-10007,28.84889,80.29889,Nepal,IRGC_64111,Thailand,199,13782,573,8669,Avg_9,2875.625,2939.5,3021,3064,9878.875,3.98000001907349,5768,1619,5475,577.25,18467,1274,1356,56.41,17.842,35.1
IRIS_313-10134,13.03944,101.49194,Thailand,IRGC_7887,no_group,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRIS_313-10177,23.74889,108.30167,China,IRGC_67103,no_group,383,11042,1422,10414,Avg_10,2858.625,2877.5,2980.83333333333,3017,8929.75,3.14000010490417,5681,1110,1919,1044.625,20058,774,873.6,63.87,12.578,54.7
IRIS_313-10221,23.74889,108.30167,China,IRGC_79580,no_group,383,11042,1422,10414,Avg_10,2858.625,2877.5,2980.83333333333,3017,8929.75,3.14000010490417,5681,1110,1919,1044.625,20058,774,873.6,63.87,12.578,54.7
IRIS_313-10239,27.42639,116.07417,China,IRGC_109232,no_group,633,11287,2675,8739,Avg_10,2808.625,2834,2961,3018,6508.25,2.76999998092651,7342,735,1781.5,1876.875,25181,541,749.7,63.75,12.337,112.5
IRIS_313-10428,2.03028,109.6425,Malaysia,IRGC_14,Indonesia,274,16673,4851,4930,Avg_9,2971.5,2972.5,2991.5,3006.5,12403,6.46000003814697,490,1858,1666,3684.75,36186,557,931.7,71.62,16.889,162.9
IRIS_313-10511,13.11139,121.04722,Philippines,IRGC_5212,Cambodia,588,13384,1934,8127,Avg_9,2928.875,2939.5,2975.5,2998,13872,6.21999979019165,947,1590,4530,1844.25,30884,610,861,70.57,17.479,117.9
IRIS_313-10515,23.6,120.65389,Taiwan,IRGC_5525,China,445,21850,1709,21850,Avg_10,2885.5,2908,2982.66666666667,3014.5,8784.625,4.17000007629395,3808,1337.5,6305,1539.375,38984,836,880,66.7,16.146,213.3
IRIS_313-10554,16.47278,106.66056,Vietnam,IRGC_7011,Cambodia,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRIS_313-10555,16.47278,106.66056,Vietnam,IRGC_7082,Cambodia,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRIS_313-10556,16.47278,106.66056,Vietnam,IRGC_7185,Cambodia,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRIS_313-10557,12.30083,104.9825,Cambodia,IRGC_7248,Cambodia,10,7662,279,2800,Avg_7,2965.5,2978,3026.5,3053.5,14713,6.05000019073486,1319,2184.5,1761.5,1340.75,15545,754,1556.3,59.98,19.135,-31.3
IRIS_313-10610,6.83194,81.01083,SriLanka,IRGC_8944,India,1262,8083,2772,2772,Avg_9,2886.625,2899,2947.16666666667,2997,11875.625,6.44000005722046,1517,1243.5,980.5,1885.125,19330,452,853,64.4,18.374,23.2
IRIS_313-10628,21.12778,82.80056,India,IRGC_10164,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRIS_313-10648,12.30083,104.9825,Cambodia,IRGC_11328,no_group,10,7662,279,2800,Avg_7,2965.5,2978,3026.5,3053.5,14713,6.05000019073486,1319,2184.5,1761.5,1340.75,15545,754,1556.3,59.98,19.135,-31.3
IRIS_313-10650,7.51556,99.80278,Thailand,IRGC_11470,Indonesia,727,10104,1915,6623,Avg_8,2924.375,2930,2969.16666666667,2998.5,12178,7.25,548,1563,2644.5,2131.75,26612,476,784.5,72.59,16.208,94.1
IRIS_313-10651,17.96278,102.61389,Laos,IRGC_11570,Thailand,171,9972,274,6391,Avg_9,2934.375,2960.5,3013.5,3035.5,12404,4.80999994277954,2342,1899.5,3515,710.375,18166,903,1372.4,59.97,17.656,19.2
IRIS_313-10652,17.96278,102.61389,Laos,IRGC_11602,no_group,171,9972,274,6391,Avg_9,2934.375,2960.5,3013.5,3035.5,12404,4.80999994277954,2342,1899.5,3515,710.375,18166,903,1372.4,59.97,17.656,19.2
IRIS_313-10654,17.96278,102.61389,Laos,IRGC_11642,Thailand,171,9972,274,6391,Avg_9,2934.375,2960.5,3013.5,3035.5,12404,4.80999994277954,2342,1899.5,3515,710.375,18166,903,1372.4,59.97,17.656,19.2
IRIS_313-10655,15.60694,105.77972,Laos,IRGC_11783,Thailand,194,15197,197,4555,Avg_8,2935.5,2959,3003,3027,11596.75,5.48999977111816,1555,1908.5,4735,1487.875,25424,982,1215.7,63.71,17.259,81.4
IRIS_313-10659,16.50056,105.75028,Laos,IRGC_11867,Thailand,250,12530,224,6492,Avg_8,2931.75,2956.5,2997.16666666667,3026.5,12546.5,5.28000020980835,1888,1837.5,3775.5,1235.875,20606,990,1162,63.59,17.067,34
IRIS_313-10661,6.98306,81.03333,SriLanka,IRGC_11993,India,973,6624,1970,1970,Avg_9,2907.875,2919.5,2970.83333333333,3023,13323.375,6.23999977111816,1748,1493,707.5,1555.375,15512,466,990.3,64.08,19.63,-21.3
IRIS_313-10662,6.58306,79.96667,SriLanka,IRGC_12004,India,13,9138,2858,7003,Avg_7,2972.75,2978.5,3001.5,3012,13752.375,6.38000011444092,506,1980,3048,1937.125,24997,450,1208.2,65.22,18.389,60.9
IRIS_313-10664,26.6,94.2,India,IRGC_12196,Bangladesh,100,13758,549,13758,Avg_10,2898,2921,3007,3041,10052.625,4.05000019073486,4261,1612,3972,909.125,24414,868,1107.8,63.07,15.226,86.9
IRIS_313-10666,27.48333,94.95,India,IRGC_12255,Thailand,109,15838,681,15838,Avg_10,2902.375,2925.5,3005.33333333333,3036,9038.25,4.01000022888184,4061,1612.5,4336,1414,31189,792,1102.1,62.86,14.608,151.9
IRIS_313-10667,25.51667,90.2,India,IRGC_12335,no_group,276,14181,467,13927,Avg_9,2905.875,2951.5,2995.16666666667,3024.5,10117.125,4.57000017166138,3402,1615,4498.5,1216.125,27857,827,1092.6,62.29,15.931,117
IRIS_313-10668,25.51667,90.2,India,IRGC_12343,Bangladesh,276,14181,467,13927,Avg_9,2905.875,2951.5,2995.16666666667,3024.5,10117.125,4.57000017166138,3402,1615,4498.5,1216.125,27857,827,1092.6,62.29,15.931,117
IRIS_313-10674,25.56667,91.88333,India,IRGC_12656,no_group,1505,26154,762,26154,Avg_10,2826.125,2843.5,2926.66666666667,2957,8406.625,4.23000001907349,3935,713,5961,1665,44597,920,619.4,65.89,15.137,272
IRIS_313-10675,25.56667,91.88333,India,IRGC_12669,no_group,1505,26154,762,26154,Avg_10,2826.125,2843.5,2926.66666666667,2957,8406.625,4.23000001907349,3935,713,5961,1665,44597,920,619.4,65.89,15.137,272
IRIS_313-10680,20.34639,100.67833,Laos,IRGC_12940,Thailand,641,12253,607,6513,Avg_9,2901.125,2933,2991.83333333333,3011.5,11510.5,4.78999996185303,2798,1577,4666,899.375,21803,876,1127.5,61.62,16.35,56.1
IRIS_313-10681,17.02333,104.93306,Laos,IRGC_12990,Thailand,153,11800,171,6378,Avg_9,2929.125,2952.5,3005,3034,14547,5.15000009536743,2199,1872.5,4259.5,651.5,19305,987,1249.1,61.86,17.682,10.6
IRIS_313-10682,16.14611,105.29528,Laos,IRGC_12996,Thailand,158,9670,183,5609,Avg_8,2938.75,2965.5,3008.33333333333,3035.5,14498.375,5.21999979019165,1961,1937,2937.5,986.125,16632,941,1293.7,61.86,17.758,-16.2
IRIS_313-10683,16.26667,105.26667,Laos,IRGC_13010,Thailand,138,8983,186,5285,Avg_8,2938.875,2966.5,3009.16666666667,3036.5,14322.125,5.17000007629395,2005,1942.5,2685.5,944,15676,929,1305.3,61.62,17.763,-22.9
IRIS_313-10684,6.2,116.23333,Malaysia,IRGC_13094,Indonesia,11,7111,2920,5510,Avg_9,2976.625,2979.5,3005.83333333333,3025.5,14649.75,7.34000015258789,496,2017.5,1973.5,1705.125,21879,307,1170.5,67.15,19.389,28.1
